date,season,league,gameType,home_team,away_team,home_score,away_score
2024-10-26,2024-25,Italy LBA,Regular Season,Olimpia Milano,Virtus Bologna,73,82
2024-10-27,2024-25,Italy LBA,Regular Season,Napoli Basket,Pallacanestro Brescia,90,85
2024-10-28,2024-25,Italy LBA,Regular Season,Napoli Basket,Vanoli Basket Cremona,81,87
2024-10-29,2024-25,Italy LBA,Regular Season,Napoli Basket,Olimpia Milano,95,87
2024-10-31,2024-25,Italy LBA,Regular Season,Napoli Basket,Pistoia Basket 2000,70,74
2024-11-01,2024-25,Italy LBA,Regular Season,Napoli Basket,Pallacanestro Reggiana,76,84
2024-11-02,2024-25,Italy LBA,Regular Season,Napoli Basket,Dinamo Sassari,87,70
2024-11-03,2024-25,Italy LBA,Regular Season,Napoli Basket,Scafati Basket,96,94
2024-11-05,2024-25,Italy LBA,Regular Season,Napoli Basket,Derthona Tortona,92,83
2024-11-06,2024-25,Italy LBA,Regular Season,Napoli Basket,Trapani Shark,77,95
2024-11-07,2024-25,Italy LBA,Regular Season,Napoli Basket,Aquila Basket Trento,89,114
2024-11-08,2024-25,Italy LBA,Regular Season,Napoli Basket,Pallacanestro Trieste 2004,83,92
2024-11-10,2024-25,Italy LBA,Regular Season,Napoli Basket,Universo Treviso Basket,69,84
2024-11-11,2024-25,Italy LBA,Regular Season,Napoli Basket,Pallacanestro Varese,87,97
2024-11-12,2024-25,Italy LBA,Regular Season,Napoli Basket,Reyer Venezia,80,81
2024-11-13,2024-25,Italy LBA,Regular Season,Napoli Basket,Virtus Bologna,93,88
2024-11-15,2024-25,Italy LBA,Regular Season,Pistoia Basket 2000,Pallacanestro Brescia,84,73
2024-11-16,2024-25,Italy LBA,Regular Season,Pistoia Basket 2000,Vanoli Basket Cremona,65,89
2024-11-17,2024-25,Italy LBA,Regular Season,Pistoia Basket 2000,Olimpia Milano,82,115
2024-11-18,2024-25,Italy LBA,Regular Season,Pistoia Basket 2000,Napoli Basket,88,82
2024-11-20,2024-25,Italy LBA,Regular Season,Pistoia Basket 2000,Pallacanestro Reggiana,73,70
2024-11-21,2024-25,Italy LBA,Regular Season,Pistoia Basket 2000,Dinamo Sassari,63,86
2024-11-22,2024-25,Italy LBA,Regular Season,Pistoia Basket 2000,Scafati Basket,89,91
2024-11-23,2024-25,Italy LBA,Regular Season,Pistoia Basket 2000,Derthona Tortona,89,93
2024-11-25,2024-25,Italy LBA,Regular Season,Pistoia Basket 2000,Trapani Shark,88,94
2024-11-26,2024-25,Italy LBA,Regular Season,Pistoia Basket 2000,Aquila Basket Trento,88,92
2024-11-27,2024-25,Italy LBA,Regular Season,Pistoia Basket 2000,Pallacanestro Trieste 2004,69,89
2024-11-28,2024-25,Italy LBA,Regular Season,Pistoia Basket 2000,Universo Treviso Basket,84,90
2024-11-30,2024-25,Italy LBA,Regular Season,Pistoia Basket 2000,Pallacanestro Varese,111,96
2024-12-01,2024-25,Italy LBA,Regular Season,Pistoia Basket 2000,Reyer Venezia,64,77
2024-12-02,2024-25,Italy LBA,Regular Season,Pistoia Basket 2000,Virtus Bologna,62,86
2024-12-03,2024-25,Italy LBA,Regular Season,Pallacanestro Reggiana,Pallacanestro Brescia,68,80
2024-12-05,2024-25,Italy LBA,Regular Season,Pallacanestro Reggiana,Vanoli Basket Cremona,78,51
2024-12-06,2024-25,Italy LBA,Regular Season,Pallacanestro Reggiana,Olimpia Milano,87,78
2024-12-07,2024-25,Italy LBA,Regular Season,Pallacanestro Reggiana,Napoli Basket,89,86
2024-12-08,2024-25,Italy LBA,Regular Season,Pallacanestro Reggiana,Pistoia Basket 2000,86,72
2024-12-10,2024-25,Italy LBA,Regular Season,Pallacanestro Reggiana,Dinamo Sassari,84,58
2024-12-11,2024-25,Italy LBA,Regular Season,Pallacanestro Reggiana,Scafati Basket,90,57
2024-12-12,2024-25,Italy LBA,Regular Season,Pallacanestro Reggiana,Derthona Tortona,86,82
2024-12-13,2024-25,Italy LBA,Regular Season,Pallacanestro Reggiana,Trapani Shark,89,94
2024-12-15,2024-25,Italy LBA,Regular Season,Pallacanestro Reggiana,Aquila Basket Trento,76,92
2024-12-16,2024-25,Italy LBA,Regular Season,Pallacanestro Reggiana,Pallacanestro Trieste 2004,81,96
2024-12-17,2024-25,Italy LBA,Regular Season,Pallacanestro Reggiana,Universo Treviso Basket,88,64
2024-12-18,2024-25,Italy LBA,Regular Season,Pallacanestro Reggiana,Pallacanestro Varese,97,80
2024-12-20,2024-25,Italy LBA,Regular Season,Pallacanestro Reggiana,Reyer Venezia,87,92
2024-12-21,2024-25,Italy LBA,Regular Season,Pallacanestro Reggiana,Virtus Bologna,57,69
2024-12-22,2024-25,Italy LBA,Regular Season,Dinamo Sassari,Pallacanestro Brescia,77,96
2024-12-23,2024-25,Italy LBA,Regular Season,Dinamo Sassari,Vanoli Basket Cremona,93,89
2024-12-25,2024-25,Italy LBA,Regular Season,Dinamo Sassari,Olimpia Milano,72,78
2024-12-26,2024-25,Italy LBA,Regular Season,Dinamo Sassari,Napoli Basket,94,76
2024-12-27,2024-25,Italy LBA,Regular Season,Dinamo Sassari,Pistoia Basket 2000,77,75
2024-12-28,2024-25,Italy LBA,Regular Season,Dinamo Sassari,Pallacanestro Reggiana,72,79
2024-12-30,2024-25,Italy LBA,Regular Season,Dinamo Sassari,Scafati Basket,86,97
2024-12-31,2024-25,Italy LBA,Regular Season,Dinamo Sassari,Derthona Tortona,87,82
2025-01-01,2024-25,Italy LBA,Regular Season,Dinamo Sassari,Trapani Shark,92,80
2025-01-02,2024-25,Italy LBA,Regular Season,Dinamo Sassari,Aquila Basket Trento,81,84
2025-01-04,2024-25,Italy LBA,Regular Season,Dinamo Sassari,Pallacanestro Trieste 2004,98,86
2025-01-05,2024-25,Italy LBA,Regular Season,Dinamo Sassari,Universo Treviso Basket,96,94
2025-01-06,2024-25,Italy LBA,Regular Season,Dinamo Sassari,Pallacanestro Varese,81,86
2025-01-07,2024-25,Italy LBA,Regular Season,Dinamo Sassari,Reyer Venezia,96,97
2025-01-09,2024-25,Italy LBA,Regular Season,Dinamo Sassari,Virtus Bologna,76,68
2025-01-10,2024-25,Italy LBA,Regular Season,Scafati Basket,Pallacanestro Brescia,93,95
2025-01-11,2024-25,Italy LBA,Regular Season,Scafati Basket,Vanoli Basket Cremona,85,77
2025-01-12,2024-25,Italy LBA,Regular Season,Scafati Basket,Olimpia Milano,78,83
2025-01-14,2024-25,Italy LBA,Regular Season,Scafati Basket,Napoli Basket,81,91
2025-01-15,2024-25,Italy LBA,Regular Season,Scafati Basket,Pistoia Basket 2000,107,102
2025-01-16,2024-25,Italy LBA,Regular Season,Scafati Basket,Pallacanestro Reggiana,69,84
2025-01-17,2024-25,Italy LBA,Regular Season,Scafati Basket,Dinamo Sassari,98,82
2025-01-19,2024-25,Italy LBA,Regular Season,Scafati Basket,Derthona Tortona,79,102
2025-01-20,2024-25,Italy LBA,Regular Season,Scafati Basket,Trapani Shark,66,83
2025-01-21,2024-25,Italy LBA,Regular Season,Scafati Basket,Aquila Basket Trento,110,119
2025-01-22,2024-25,Italy LBA,Regular Season,Scafati Basket,Pallacanestro Trieste 2004,107,110
2025-01-24,2024-25,Italy LBA,Regular Season,Scafati Basket,Universo Treviso Basket,87,92
2025-01-25,2024-25,Italy LBA,Regular Season,Scafati Basket,Pallacanestro Varese,94,85
2025-01-26,2024-25,Italy LBA,Regular Season,Scafati Basket,Reyer Venezia,92,96
2025-01-27,2024-25,Italy LBA,Regular Season,Scafati Basket,Virtus Bologna,87,104
2025-01-29,2024-25,Italy LBA,Regular Season,Derthona Tortona,Pallacanestro Brescia,78,85
2025-01-30,2024-25,Italy LBA,Regular Season,Derthona Tortona,Vanoli Basket Cremona,80,68
2025-01-31,2024-25,Italy LBA,Regular Season,Derthona Tortona,Olimpia Milano,68,85
2025-02-01,2024-25,Italy LBA,Regular Season,Derthona Tortona,Napoli Basket,82,89
2025-02-03,2024-25,Italy LBA,Regular Season,Derthona Tortona,Pistoia Basket 2000,94,68
2025-02-04,2024-25,Italy LBA,Regular Season,Derthona Tortona,Pallacanestro Reggiana,67,69
2025-02-05,2024-25,Italy LBA,Regular Season,Derthona Tortona,Dinamo Sassari,71,68
2025-02-06,2024-25,Italy LBA,Regular Season,Derthona Tortona,Scafati Basket,99,94
2025-02-08,2024-25,Italy LBA,Regular Season,Derthona Tortona,Trapani Shark,91,101
2025-02-09,2024-25,Italy LBA,Regular Season,Derthona Tortona,Aquila Basket Trento,91,77
2025-02-10,2024-25,Italy LBA,Regular Season,Derthona Tortona,Pallacanestro Trieste 2004,82,85
2025-02-11,2024-25,Italy LBA,Regular Season,Derthona Tortona,Universo Treviso Basket,90,95
2025-02-13,2024-25,Italy LBA,Regular Season,Derthona Tortona,Pallacanestro Varese,89,82
2025-02-14,2024-25,Italy LBA,Regular Season,Derthona Tortona,Reyer Venezia,89,82
2025-02-15,2024-25,Italy LBA,Regular Season,Derthona Tortona,Virtus Bologna,66,98
2025-02-16,2024-25,Italy LBA,Regular Season,Trapani Shark,Pallacanestro Brescia,94,88
2025-02-18,2024-25,Italy LBA,Regular Season,Trapani Shark,Vanoli Basket Cremona,79,73
2025-02-19,2024-25,Italy LBA,Regular Season,Trapani Shark,Olimpia Milano,89,81
2025-02-20,2024-25,Italy LBA,Regular Season,Trapani Shark,Napoli Basket,95,85
2025-02-21,2024-25,Italy LBA,Regular Season,Trapani Shark,Pistoia Basket 2000,104,60
2025-02-23,2024-25,Italy LBA,Regular Season,Trapani Shark,Pallacanestro Reggiana,109,73
2025-02-24,2024-25,Italy LBA,Regular Season,Trapani Shark,Dinamo Sassari,88,68
2025-02-25,2024-25,Italy LBA,Regular Season,Trapani Shark,Scafati Basket,101,87
2025-02-26,2024-25,Italy LBA,Regular Season,Trapani Shark,Derthona Tortona,78,84
2025-02-28,2024-25,Italy LBA,Regular Season,Trapani Shark,Aquila Basket Trento,107,99
2025-03-01,2024-25,Italy LBA,Regular Season,Trapani Shark,Pallacanestro Trieste 2004,131,88
2025-03-02,2024-25,Italy LBA,Regular Season,Trapani Shark,Universo Treviso Basket,95,82
2025-03-03,2024-25,Italy LBA,Regular Season,Trapani Shark,Pallacanestro Varese,106,93
2025-03-05,2024-25,Italy LBA,Regular Season,Trapani Shark,Reyer Venezia,110,100
2025-03-06,2024-25,Italy LBA,Regular Season,Trapani Shark,Virtus Bologna,88,89
2025-03-07,2024-25,Italy LBA,Regular Season,Aquila Basket Trento,Pallacanestro Brescia,75,78
2025-03-08,2024-25,Italy LBA,Regular Season,Aquila Basket Trento,Vanoli Basket Cremona,76,80
2025-03-10,2024-25,Italy LBA,Regular Season,Aquila Basket Trento,Olimpia Milano,91,57
2025-03-11,2024-25,Italy LBA,Regular Season,Aquila Basket Trento,Napoli Basket,90,83
2025-03-12,2024-25,Italy LBA,Regular Season,Aquila Basket Trento,Pistoia Basket 2000,87,64
2025-03-13,2024-25,Italy LBA,Regular Season,Aquila Basket Trento,Pallacanestro Reggiana,84,63
2025-03-15,2024-25,Italy LBA,Regular Season,Aquila Basket Trento,Dinamo Sassari,95,77
2025-03-16,2024-25,Italy LBA,Regular Season,Aquila Basket Trento,Scafati Basket,88,78
2025-03-17,2024-25,Italy LBA,Regular Season,Aquila Basket Trento,Derthona Tortona,85,89
2025-03-18,2024-25,Italy LBA,Regular Season,Aquila Basket Trento,Trapani Shark,83,80
2025-03-20,2024-25,Italy LBA,Regular Season,Aquila Basket Trento,Pallacanestro Trieste 2004,76,68
2025-03-21,2024-25,Italy LBA,Regular Season,Aquila Basket Trento,Universo Treviso Basket,101,86
2025-03-22,2024-25,Italy LBA,Regular Season,Aquila Basket Trento,Pallacanestro Varese,106,100
2025-03-23,2024-25,Italy LBA,Regular Season,Aquila Basket Trento,Reyer Venezia,82,70
2025-03-25,2024-25,Italy LBA,Regular Season,Aquila Basket Trento,Virtus Bologna,87,79
2025-03-26,2024-25,Italy LBA,Regular Season,Pallacanestro Trieste 2004,Pallacanestro Brescia,65,69
2025-03-27,2024-25,Italy LBA,Regular Season,Pallacanestro Trieste 2004,Vanoli Basket Cremona,91,83
2025-03-28,2024-25,Italy LBA,Regular Season,Pallacanestro Trieste 2004,Olimpia Milano,84,78
2025-03-30,2024-25,Italy LBA,Regular Season,Pallacanestro Trieste 2004,Napoli Basket,109,82
2025-03-31,2024-25,Italy LBA,Regular Season,Pallacanestro Trieste 2004,Pistoia Basket 2000,80,75
2025-04-01,2024-25,Italy LBA,Regular Season,Pallacanestro Trieste 2004,Pallacanestro Reggiana,85,97
2025-04-02,2024-25,Italy LBA,Regular Season,Pallacanestro Trieste 2004,Dinamo Sassari,92,76
2025-04-04,2024-25,Italy LBA,Regular Season,Pallacanestro Trieste 2004,Scafati Basket,88,75
2025-04-05,2024-25,Italy LBA,Regular Season,Pallacanestro Trieste 2004,Derthona Tortona,86,72
2025-04-06,2024-25,Italy LBA,Regular Season,Pallacanestro Trieste 2004,Trapani Shark,93,98
2025-04-07,2024-25,Italy LBA,Regular Season,Pallacanestro Trieste 2004,Aquila Basket Trento,88,94
2025-04-09,2024-25,Italy LBA,Regular Season,Pallacanestro Trieste 2004,Universo Treviso Basket,85,73
2025-04-10,2024-25,Italy LBA,Regular Season,Pallacanestro Trieste 2004,Pallacanestro Varese,107,81
2025-04-11,2024-25,Italy LBA,Regular Season,Pallacanestro Trieste 2004,Reyer Venezia,70,76
2025-04-12,2024-25,Italy LBA,Regular Season,Pallacanestro Trieste 2004,Virtus Bologna,85,78
2025-04-14,2024-25,Italy LBA,Regular Season,Universo Treviso Basket,Pallacanestro Brescia,86,84
2025-04-15,2024-25,Italy LBA,Regular Season,Universo Treviso Basket,Vanoli Basket Cremona,87,84
2025-04-16,2024-25,Italy LBA,Regular Season,Universo Treviso Basket,Olimpia Milano,79,89
2025-04-17,2024-25,Italy LBA,Regular Season,Universo Treviso Basket,Napoli Basket,78,90
2025-04-19,2024-25,Italy LBA,Regular Season,Universo Treviso Basket,Pistoia Basket 2000,91,88
2025-04-20,2024-25,Italy LBA,Regular Season,Universo Treviso Basket,Pallacanestro Reggiana,90,94
2025-04-21,2024-25,Italy LBA,Regular Season,Universo Treviso Basket,Dinamo Sassari,70,76
2025-04-22,2024-25,Italy LBA,Regular Season,Universo Treviso Basket,Scafati Basket,104,75
2025-04-24,2024-25,Italy LBA,Regular Season,Universo Treviso Basket,Derthona Tortona,92,91
2025-04-25,2024-25,Italy LBA,Regular Season,Universo Treviso Basket,Trapani Shark,71,87
2025-04-26,2024-25,Italy LBA,Regular Season,Universo Treviso Basket,Aquila Basket Trento,76,83
2025-04-27,2024-25,Italy LBA,Regular Season,Universo Treviso Basket,Pallacanestro Trieste 2004,95,100
2025-04-29,2024-25,Italy LBA,Regular Season,Universo Treviso Basket,Pallacanestro Varese,88,86
2025-04-30,2024-25,Italy LBA,Regular Season,Universo Treviso Basket,Reyer Venezia,83,72
2025-05-01,2024-25,Italy LBA,Regular Season,Universo Treviso Basket,Virtus Bologna,74,80
2025-05-02,2024-25,Italy LBA,Regular Season,Pallacanestro Varese,Pallacanestro Brescia,77,118
2025-05-04,2024-25,Italy LBA,Regular Season,Pallacanestro Varese,Vanoli Basket Cremona,85,87
2025-05-05,2024-25,Italy LBA,Regular Season,Pallacanestro Varese,Olimpia Milano,94,92
2025-05-06,2024-25,Italy LBA,Regular Season,Pallacanestro Varese,Napoli Basket,89,86
2025-05-07,2024-25,Italy LBA,Regular Season,Pallacanestro Varese,Pistoia Basket 2000,102,95
2025-05-09,2024-25,Italy LBA,Regular Season,Pallacanestro Varese,Pallacanestro Reggiana,63,78
2025-05-10,2024-25,Italy LBA,Regular Season,Pallacanestro Varese,Dinamo Sassari,89,84
2025-05-11,2024-25,Italy LBA,Regular Season,Pallacanestro Varese,Scafati Basket,95,82
2025-05-12,2024-25,Italy LBA,Regular Season,Pallacanestro Varese,Derthona Tortona,95,105
2025-05-14,2024-25,Italy LBA,Regular Season,Pallacanestro Varese,Trapani Shark,100,109
2025-05-15,2024-25,Italy LBA,Regular Season,Pallacanestro Varese,Aquila Basket Trento,79,92
2025-05-16,2024-25,Italy LBA,Regular Season,Pallacanestro Varese,Pallacanestro Trieste 2004,85,80
2025-05-17,2024-25,Italy LBA,Regular Season,Pallacanestro Varese,Universo Treviso Basket,92,89
2025-05-19,2024-25,Italy LBA,Regular Season,Pallacanestro Varese,Reyer Venezia,77,86
2025-05-20,2024-25,Italy LBA,Regular Season,Pallacanestro Varese,Virtus Bologna,104,95
2025-05-21,2024-25,Italy LBA,Regular Season,Reyer Venezia,Pallacanestro Brescia,89,90
2025-05-22,2024-25,Italy LBA,Regular Season,Reyer Venezia,Vanoli Basket Cremona,87,70
2025-05-24,2024-25,Italy LBA,Regular Season,Reyer Venezia,Olimpia Milano,85,72
2025-05-25,2024-25,Italy LBA,Regular Season,Reyer Venezia,Napoli Basket,91,68
2025-05-26,2024-25,Italy LBA,Regular Season,Reyer Venezia,Pistoia Basket 2000,90,93
2025-05-27,2024-25,Italy LBA,Regular Season,Reyer Venezia,Pallacanestro Reggiana,59,62
2025-05-29,2024-25,Italy LBA,Regular Season,Reyer Venezia,Dinamo Sassari,78,84
2025-05-30,2024-25,Italy LBA,Regular Season,Reyer Venezia,Scafati Basket,75,69
2025-05-31,2024-25,Italy LBA,Regular Season,Reyer Venezia,Derthona Tortona,94,82
2025-06-01,2024-25,Italy LBA,Regular Season,Reyer Venezia,Trapani Shark,91,82
2025-06-03,2024-25,Italy LBA,Regular Season,Reyer Venezia,Aquila Basket Trento,70,74
2025-06-04,2024-25,Italy LBA,Regular Season,Reyer Venezia,Pallacanestro Trieste 2004,103,91
2025-06-05,2024-25,Italy LBA,Regular Season,Reyer Venezia,Universo Treviso Basket,75,78
2025-06-06,2024-25,Italy LBA,Regular Season,Reyer Venezia,Pallacanestro Varese,83,64
2025-06-08,2024-25,Italy LBA,Regular Season,Reyer Venezia,Virtus Bologna,68,76
2025-06-09,2024-25,Italy LBA,Regular Season,Virtus Bologna,Pallacanestro Brescia,91,79
2025-06-10,2024-25,Italy LBA,Regular Season,Virtus Bologna,Vanoli Basket Cremona,81,63
2025-06-11,2024-25,Italy LBA,Regular Season,Virtus Bologna,Olimpia Milano,86,80
2025-06-13,2024-25,Italy LBA,Regular Season,Virtus Bologna,Napoli Basket,86,75
2025-06-14,2024-25,Italy LBA,Regular Season,Virtus Bologna,Pistoia Basket 2000,84,68
2025-06-15,2024-25,Italy LBA,Regular Season,Virtus Bologna,Pallacanestro Reggiana,69,45
2025-06-16,2024-25,Italy LBA,Regular Season,Virtus Bologna,Dinamo Sassari,95,85
2025-06-18,2024-25,Italy LBA,Regular Season,Virtus Bologna,Scafati Basket,97,71
2025-06-19,2024-25,Italy LBA,Regular Season,Virtus Bologna,Derthona Tortona,85,81
2025-06-20,2024-25,Italy LBA,Regular Season,Virtus Bologna,Trapani Shark,101,96
2025-06-21,2024-25,Italy LBA,Regular Season,Virtus Bologna,Aquila Basket Trento,80,75
2025-06-23,2024-25,Italy LBA,Regular Season,Virtus Bologna,Pallacanestro Trieste 2004,70,78
2025-06-24,2024-25,Italy LBA,Regular Season,Virtus Bologna,Universo Treviso Basket,104,97
2025-06-25,2024-25,Italy LBA,Regular Season,Virtus Bologna,Pallacanestro Varese,104,67
2025-06-26,2024-25,Italy LBA,Regular Season,Virtus Bologna,Reyer Venezia,85,74
2025-09-01,2025-26,Italy LBA,Regular Season,Bologna,Brescia,86,76
2025-09-02,2025-26,Italy LBA,Regular Season,Bologna,Cantù,89,79
2025-09-03,2025-26,Italy LBA,Regular Season,Bologna,Cremona,69,86
2025-09-05,2025-26,Italy LBA,Regular Season,Bologna,Milano,104,94
2025-09-06,2025-26,Italy LBA,Regular Season,Bologna,Napoli,105,88
2025-09-07,2025-26,Italy LBA,Regular Season,Bologna,Reggiana,80,78
2025-09-09,2025-26,Italy LBA,Regular Season,Bologna,Sassari,90,71
2025-09-10,2025-26,Italy LBA,Regular Season,Bologna,Trento,85,87
2025-09-11,2025-26,Italy LBA,Regular Season,Bologna,Tortona,92,77
2025-09-13,2025-26,Italy LBA,Regular Season,Bologna,Trieste,95,81
2025-09-14,2025-26,Italy LBA,Regular Season,Bologna,Treviso,88,77
2025-09-15,2025-26,Italy LBA,Regular Season,Bologna,Udine,90,86
2025-09-17,2025-26,Italy LBA,Regular Season,Bologna,Varese,104,85
2025-09-18,2025-26,Italy LBA,Regular Season,Bologna,Venezia,82,86
2025-09-19,2025-26,Italy LBA,Regular Season,Brescia,Bologna,79,87
2025-09-21,2025-26,Italy LBA,Regular Season,Brescia,Cantù,104,94
2025-09-22,2025-26,Italy LBA,Regular Season,Brescia,Cremona,83,72
2025-09-23,2025-26,Italy LBA,Regular Season,Brescia,Milano,98,92
2025-09-25,2025-26,Italy LBA,Regular Season,Brescia,Napoli,100,85
2025-09-26,2025-26,Italy LBA,Regular Season,Brescia,Reggiana,92,101
2025-09-27,2025-26,Italy LBA,Regular Season,Brescia,Sassari,92,71
2025-09-29,2025-26,Italy LBA,Regular Season,Brescia,Trento,72,63
2025-09-30,2025-26,Italy LBA,Regular Season,Brescia,Tortona,92,86
2025-10-01,2025-26,Italy LBA,Regular Season,Brescia,Trieste,98,75
2025-10-03,2025-26,Italy LBA,Regular Season,Brescia,Treviso,90,99
2025-10-04,2025-26,Italy LBA,Regular Season,Brescia,Udine,83,80
2025-10-05,2025-26,Italy LBA,Regular Season,Brescia,Varese,102,94
2025-10-07,2025-26,Italy LBA,Regular Season,Brescia,Venezia,104,93
2025-10-08,2025-26,Italy LBA,Regular Season,Cantù,Bologna,77,89
2025-10-10,2025-26,Italy LBA,Regular Season,Cantù,Brescia,71,76
2025-10-11,2025-26,Italy LBA,Regular Season,Cantù,Cremona,91,83
2025-10-12,2025-26,Italy LBA,Regular Season,Cantù,Milano,89,94
2025-10-14,2025-26,Italy LBA,Regular Season,Cantù,Napoli,94,77
2025-10-15,2025-26,Italy LBA,Regular Season,Cantù,Reggiana,83,78
2025-10-16,2025-26,Italy LBA,Regular Season,Cantù,Sassari,80,78
2025-10-18,2025-26,Italy LBA,Regular Season,Cantù,Trento,108,91
2025-10-19,2025-26,Italy LBA,Regular Season,Cantù,Tortona,79,85
2025-10-20,2025-26,Italy LBA,Regular Season,Cantù,Trapani,63,81
2025-10-22,2025-26,Italy LBA,Regular Season,Cantù,Trieste,97,76
2025-10-23,2025-26,Italy LBA,Regular Season,Cantù,Treviso,72,80
2025-10-24,2025-26,Italy LBA,Regular Season,Cantù,Udine,90,85
2025-10-26,2025-26,Italy LBA,Regular Season,Cantù,Varese,100,96
2025-10-27,2025-26,Italy LBA,Regular Season,Cantù,Venezia,81,86
2025-10-28,2025-26,Italy LBA,Regular Season,Cremona,Bologna,74,84
2025-10-30,2025-26,Italy LBA,Regular Season,Cremona,Brescia,78,79
2025-10-31,2025-26,Italy LBA,Regular Season,Cremona,Cantù,89,87
2025-11-01,2025-26,Italy LBA,Regular Season,Cremona,Milano,67,86
2025-11-03,2025-26,Italy LBA,Regular Season,Cremona,Napoli,88,81
2025-11-04,2025-26,Italy LBA,Regular Season,Cremona,Reggiana,71,67
2025-11-05,2025-26,Italy LBA,Regular Season,Cremona,Sassari,79,75
2025-11-07,2025-26,Italy LBA,Regular Season,Cremona,Trento,92,83
2025-11-08,2025-26,Italy LBA,Regular Season,Cremona,Tortona,71,76
2025-11-09,2025-26,Italy LBA,Regular Season,Cremona,Trieste,113,94
2025-11-11,2025-26,Italy LBA,Regular Season,Cremona,Treviso,96,79
2025-11-12,2025-26,Italy LBA,Regular Season,Cremona,Udine,82,73
2025-11-13,2025-26,Italy LBA,Regular Season,Cremona,Varese,79,87
2025-11-15,2025-26,Italy LBA,Regular Season,Cremona,Venezia,88,111
2025-11-16,2025-26,Italy LBA,Regular Season,Milano,Bologna,74,63
2025-11-18,2025-26,Italy LBA,Regular Season,Milano,Brescia,81,90
2025-11-19,2025-26,Italy LBA,Regular Season,Milano,Cantù,88,86
2025-11-20,2025-26,Italy LBA,Regular Season,Milano,Cremona,91,74
2025-11-22,2025-26,Italy LBA,Regular Season,Milano,Napoli,125,97
2025-11-23,2025-26,Italy LBA,Regular Season,Milano,Reggiana,80,76
2025-11-24,2025-26,Italy LBA,Regular Season,Milano,Sassari,99,87
2025-11-26,2025-26,Italy LBA,Regular Season,Milano,Trento,94,90
2025-11-27,2025-26,Italy LBA,Regular Season,Milano,Tortona,71,74
2025-11-28,2025-26,Italy LBA,Regular Season,Milano,Trapani,80,86
2025-11-30,2025-26,Italy LBA,Regular Season,Milano,Trieste,86,78
2025-12-01,2025-26,Italy LBA,Regular Season,Milano,Treviso,87,63
2025-12-02,2025-26,Italy LBA,Regular Season,Milano,Udine,85,84
2025-12-04,2025-26,Italy LBA,Regular Season,Milano,Varese,74,84
2025-12-05,2025-26,Italy LBA,Regular Season,Milano,Venezia,101,88
2025-12-06,2025-26,Italy LBA,Regular Season,Napoli,Bologna,71,90
2025-12-08,2025-26,Italy LBA,Regular Season,Napoli,Brescia,72,85
2025-12-09,2025-26,Italy LBA,Regular Season,Napoli,Cantù,98,86
2025-12-10,2025-26,Italy LBA,Regular Season,Napoli,Cremona,102,76
2025-12-12,2025-26,Italy LBA,Regular Season,Napoli,Milano,71,77
2025-12-13,2025-26,Italy LBA,Regular Season,Napoli,Reggiana,95,87
2025-12-14,2025-26,Italy LBA,Regular Season,Napoli,Sassari,86,75
2025-12-16,2025-26,Italy LBA,Regular Season,Napoli,Trento,84,74
2025-12-17,2025-26,Italy LBA,Regular Season,Napoli,Tortona,76,82
2025-12-18,2025-26,Italy LBA,Regular Season,Napoli,Trapani,90,97
2025-12-20,2025-26,Italy LBA,Regular Season,Napoli,Trieste,79,84
2025-12-21,2025-26,Italy LBA,Regular Season,Napoli,Treviso,88,71
2025-12-23,2025-26,Italy LBA,Regular Season,Napoli,Udine,98,71
2025-12-24,2025-26,Italy LBA,Regular Season,Napoli,Varese,104,75
2025-12-25,2025-26,Italy LBA,Regular Season,Napoli,Venezia,64,79
2025-12-27,2025-26,Italy LBA,Regular Season,Reggiana,Bologna,84,70
2025-12-28,2025-26,Italy LBA,Regular Season,Reggiana,Brescia,87,93
2025-12-29,2025-26,Italy LBA,Regular Season,Reggiana,Cantù,78,79
2025-12-31,2025-26,Italy LBA,Regular Season,Reggiana,Cremona,96,78
2026-01-01,2025-26,Italy LBA,Regular Season,Reggiana,Milano,61,93
2026-01-02,2025-26,Italy LBA,Regular Season,Reggiana,Napoli,91,80
2026-01-04,2025-26,Italy LBA,Regular Season,Reggiana,Sassari,90,68
2026-01-05,2025-26,Italy LBA,Regular Season,Reggiana,Trento,77,68
2026-01-06,2025-26,Italy LBA,Regular Season,Reggiana,Tortona,88,69
2026-01-08,2025-26,Italy LBA,Regular Season,Reggiana,Trieste,97,61
2026-01-09,2025-26,Italy LBA,Regular Season,Reggiana,Treviso,88,89
2026-01-10,2025-26,Italy LBA,Regular Season,Reggiana,Udine,76,71
2026-01-12,2025-26,Italy LBA,Regular Season,Reggiana,Varese,103,79
2026-01-13,2025-26,Italy LBA,Regular Season,Reggiana,Venezia,79,89
2026-01-14,2025-26,Italy LBA,Regular Season,Sassari,Bologna,73,80
2026-01-16,2025-26,Italy LBA,Regular Season,Sassari,Brescia,93,86
2026-01-17,2025-26,Italy LBA,Regular Season,Sassari,Cantù,100,84
2026-01-18,2025-26,Italy LBA,Regular Season,Sassari,Cremona,104,86
2026-01-20,2025-26,Italy LBA,Regular Season,Sassari,Milano,72,76
2026-01-21,2025-26,Italy LBA,Regular Season,Sassari,Napoli,78,84
2026-01-22,2025-26,Italy LBA,Regular Season,Sassari,Reggiana,99,102
