date,season,league,gameType,home_team,away_team,home_score,away_score
2026-04-19,2025-26,Turkey BSL,Regular Season,Trabzonspor,Glint Manisa Basket,96,92
2026-04-20,2025-26,Turkey BSL,Regular Season,Trabzonspor,Karşıyaka Basket,89,79
2026-04-21,2025-26,Turkey BSL,Regular Season,Trabzonspor,Mersin MSK,90,80
2026-04-22,2025-26,Turkey BSL,Regular Season,Trabzonspor,ONVO Büyükçekmece,94,76
2026-04-23,2025-26,Turkey BSL,Regular Season,Trabzonspor,Petkim Spor,84,90
2026-04-24,2025-26,Turkey BSL,Regular Season,Trabzonspor,Safiport Erokspor,90,73
2026-04-25,2025-26,Turkey BSL,Regular Season,Trabzonspor,Tofaş,92,87
2026-04-26,2025-26,Turkey BSL,Regular Season,Trabzonspor,Türk Telekom,92,84
2026-04-27,2025-26,Turkey BSL,Regular Season,Trabzonspor,Yukatel Merkezefendi Basket,91,76
2026-04-28,2025-26,Turkey BSL,Regular Season,Türk Telekom,Anadolu Efes,75,70
2026-04-29,2025-26,Turkey BSL,Regular Season,Türk Telekom,Bahçeşehir Koleji,98,102
2026-04-30,2025-26,Turkey BSL,Regular Season,Türk Telekom,Beşiktaş Gain,87,84
2026-05-01,2025-26,Turkey BSL,Regular Season,Türk Telekom,Bursaspor Basketbol,101,74
2026-05-02,2025-26,Turkey BSL,Regular Season,Türk Telekom,Fenerbahçe Beko,76,88
2026-05-03,2025-26,Turkey BSL,Regular Season,Türk Telekom,Galatasaray MCT Technic,83,81
2026-05-04,2025-26,Turkey BSL,Regular Season,Türk Telekom,Glint Manisa Basket,86,74
2026-05-05,2025-26,Turkey BSL,Regular Season,Türk Telekom,Karşıyaka Basket,111,59
2026-05-06,2025-26,Turkey BSL,Regular Season,Türk Telekom,Mersin MSK,111,71
2026-05-07,2025-26,Turkey BSL,Regular Season,Türk Telekom,ONVO Büyükçekmece,89,82
2026-05-08,2025-26,Turkey BSL,Regular Season,Türk Telekom,Petkim Spor,85,61
2026-05-09,2025-26,Turkey BSL,Regular Season,Türk Telekom,Safiport Erokspor,93,84
2026-05-10,2025-26,Turkey BSL,Regular Season,Türk Telekom,Tofaş,95,78
2026-05-11,2025-26,Turkey BSL,Regular Season,Türk Telekom,Trabzonspor,81,72
2026-05-12,2025-26,Turkey BSL,Regular Season,Türk Telekom,Yukatel Merkezefendi Basket,91,82
2026-05-13,2025-26,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Anadolu Efes,87,70
2026-05-14,2025-26,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Bahçeşehir Koleji,65,79
2026-05-15,2025-26,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Beşiktaş Gain,77,95
2026-05-16,2025-26,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Bursaspor Basketbol,75,65
2026-05-17,2025-26,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Fenerbahçe Beko,64,87
2026-05-18,2025-26,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Galatasaray MCT Technic,80,90
2026-05-19,2025-26,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Glint Manisa Basket,77,93
2026-05-20,2025-26,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Karşıyaka Basket,83,81
2026-05-21,2025-26,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Mersin MSK,101,93
2026-05-22,2025-26,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,ONVO Büyükçekmece,104,97
2026-05-23,2025-26,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Petkim Spor,92,80
2026-05-24,2025-26,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Safiport Erokspor,69,70
2026-05-25,2025-26,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Tofaş,78,72
2026-05-26,2025-26,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Trabzonspor,84,75
2026-05-27,2025-26,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Türk Telekom,89,93
